Date,Block_size
2015-12-09 00:00:00 UTC,687724
2015-12-10 00:00:00 UTC,532228
2015-12-11 00:00:00 UTC,637256
2015-12-12 00:00:00 UTC,689175
2015-12-13 00:00:00 UTC,688831
2015-12-14 00:00:00 UTC,629964
2015-12-15 00:00:00 UTC,621392
2015-12-16 00:00:00 UTC,676313
2015-12-17 00:00:00 UTC,676608
2015-12-18 00:00:00 UTC,611859
2015-12-19 00:00:00 UTC,653255
2015-12-20 00:00:00 UTC,600066
2015-12-21 00:00:00 UTC,766528
2015-12-22 00:00:00 UTC,749793
2015-12-23 00:00:00 UTC,686931
2015-12-24 00:00:00 UTC,729632
2015-12-25 00:00:00 UTC,528244
2015-12-26 00:00:00 UTC,542835
2015-12-27 00:00:00 UTC,447306
2015-12-28 00:00:00 UTC,656116
2015-12-29 00:00:00 UTC,621074
2015-12-30 00:00:00 UTC,554078
2015-12-31 00:00:00 UTC,554895
2016-01-01 00:00:00 UTC,493407
2016-01-02 00:00:00 UTC,579744
2016-01-03 00:00:00 UTC,554656
2016-01-04 00:00:00 UTC,556970
2016-01-05 00:00:00 UTC,641779
2016-01-06 00:00:00 UTC,662380
2016-01-07 00:00:00 UTC,704716
2016-01-08 00:00:00 UTC,583649
2016-01-09 00:00:00 UTC,638665
2016-01-10 00:00:00 UTC,522422
2016-01-11 00:00:00 UTC,656381
2016-01-12 00:00:00 UTC,606917
2016-01-13 00:00:00 UTC,676356
2016-01-14 00:00:00 UTC,718566
2016-01-15 00:00:00 UTC,785504
2016-01-16 00:00:00 UTC,745876
2016-01-17 00:00:00 UTC,754066
2016-01-18 00:00:00 UTC,665509
2016-01-19 00:00:00 UTC,773838
2016-01-20 00:00:00 UTC,862095
2016-01-21 00:00:00 UTC,840199
2016-01-22 00:00:00 UTC,661856
2016-01-23 00:00:00 UTC,571502
2016-01-24 00:00:00 UTC,619085
2016-01-25 00:00:00 UTC,719356
2016-01-26 00:00:00 UTC,742776
2016-01-27 00:00:00 UTC,744017
2016-01-28 00:00:00 UTC,797069
2016-01-29 00:00:00 UTC,686997
2016-01-30 00:00:00 UTC,567548
2016-01-31 00:00:00 UTC,554537
2016-02-01 00:00:00 UTC,776970
2016-02-02 00:00:00 UTC,803891
2016-02-03 00:00:00 UTC,645764
2016-02-04 00:00:00 UTC,657827
2016-02-05 00:00:00 UTC,646794
2016-02-06 00:00:00 UTC,603150
2016-02-07 00:00:00 UTC,700185
2016-02-08 00:00:00 UTC,819056
2016-02-09 00:00:00 UTC,696157
2016-02-10 00:00:00 UTC,738433
2016-02-11 00:00:00 UTC,639298
2016-02-12 00:00:00 UTC,615091
2016-02-13 00:00:00 UTC,630543
2016-02-14 00:00:00 UTC,624712
2016-02-15 00:00:00 UTC,762568
2016-02-16 00:00:00 UTC,760435
2016-02-17 00:00:00 UTC,773961
2016-02-18 00:00:00 UTC,650895
2016-02-19 00:00:00 UTC,767116
2016-02-20 00:00:00 UTC,737770
2016-02-21 00:00:00 UTC,845762
2016-02-22 00:00:00 UTC,898240
2016-02-23 00:00:00 UTC,883190
2016-02-24 00:00:00 UTC,918164
2016-02-25 00:00:00 UTC,799025
2016-02-26 00:00:00 UTC,765235
2016-02-27 00:00:00 UTC,673899
2016-02-28 00:00:00 UTC,776567
2016-02-29 00:00:00 UTC,913299
2016-03-01 00:00:00 UTC,905036
2016-03-02 00:00:00 UTC,900280
2016-03-03 00:00:00 UTC,920833
2016-03-04 00:00:00 UTC,786572
2016-03-05 00:00:00 UTC,780037
2016-03-06 00:00:00 UTC,628856
2016-03-07 00:00:00 UTC,708340
2016-03-08 00:00:00 UTC,680367
2016-03-09 00:00:00 UTC,744127
2016-03-10 00:00:00 UTC,676987
2016-03-11 00:00:00 UTC,614321
2016-03-12 00:00:00 UTC,574049
2016-03-13 00:00:00 UTC,637965
2016-03-14 00:00:00 UTC,726220
2016-03-15 00:00:00 UTC,664198
2016-03-16 00:00:00 UTC,668880
2016-03-17 00:00:00 UTC,746762
2016-03-18 00:00:00 UTC,739599
2016-03-19 00:00:00 UTC,640091
2016-03-20 00:00:00 UTC,660703
2016-03-21 00:00:00 UTC,754279
2016-03-22 00:00:00 UTC,714048
2016-03-23 00:00:00 UTC,674794
2016-03-24 00:00:00 UTC,674120
2016-03-25 00:00:00 UTC,624015
2016-03-26 00:00:00 UTC,625294
2016-03-27 00:00:00 UTC,629457
2016-03-28 00:00:00 UTC,674533
2016-03-29 00:00:00 UTC,836449
2016-03-30 00:00:00 UTC,748907
2016-03-31 00:00:00 UTC,845192
2016-04-01 00:00:00 UTC,768427
2016-04-02 00:00:00 UTC,798859
2016-04-03 00:00:00 UTC,727053
2016-04-04 00:00:00 UTC,669686
2016-04-05 00:00:00 UTC,741679
2016-04-06 00:00:00 UTC,706437
2016-04-07 00:00:00 UTC,758243
2016-04-08 00:00:00 UTC,718056
2016-04-09 00:00:00 UTC,635265
2016-04-10 00:00:00 UTC,553300
2016-04-11 00:00:00 UTC,770971
2016-04-12 00:00:00 UTC,835680
2016-04-13 00:00:00 UTC,707265
2016-04-14 00:00:00 UTC,714272
2016-04-15 00:00:00 UTC,792579
2016-04-16 00:00:00 UTC,674732
2016-04-17 00:00:00 UTC,659291
2016-04-18 00:00:00 UTC,837629
2016-04-19 00:00:00 UTC,749867
2016-04-20 00:00:00 UTC,696926
2016-04-21 00:00:00 UTC,731790
2016-04-22 00:00:00 UTC,774912
2016-04-23 00:00:00 UTC,654661
2016-04-24 00:00:00 UTC,728040
2016-04-25 00:00:00 UTC,874485
2016-04-26 00:00:00 UTC,813180
2016-04-27 00:00:00 UTC,875343
2016-04-28 00:00:00 UTC,897480
2016-04-29 00:00:00 UTC,812847
2016-04-30 00:00:00 UTC,757549
2016-05-01 00:00:00 UTC,625718
2016-05-02 00:00:00 UTC,751085
2016-05-03 00:00:00 UTC,778230
2016-05-04 00:00:00 UTC,707049
2016-05-05 00:00:00 UTC,704525
2016-05-06 00:00:00 UTC,685889
2016-05-07 00:00:00 UTC,646523
2016-05-08 00:00:00 UTC,578155
2016-05-09 00:00:00 UTC,638243
2016-05-10 00:00:00 UTC,726909
2016-05-11 00:00:00 UTC,813016
2016-05-12 00:00:00 UTC,779994
2016-05-13 00:00:00 UTC,762694
2016-05-14 00:00:00 UTC,812343
2016-05-15 00:00:00 UTC,777697
2016-05-16 00:00:00 UTC,906764
2016-05-17 00:00:00 UTC,867933
2016-05-18 00:00:00 UTC,873732
2016-05-19 00:00:00 UTC,955482
2016-05-20 00:00:00 UTC,781658
2016-05-21 00:00:00 UTC,891297
2016-05-22 00:00:00 UTC,603582
2016-05-23 00:00:00 UTC,646270
2016-05-24 00:00:00 UTC,849967
2016-05-25 00:00:00 UTC,870538
2016-05-26 00:00:00 UTC,820479
2016-05-27 00:00:00 UTC,948131
2016-05-28 00:00:00 UTC,863365
2016-05-29 00:00:00 UTC,680078
2016-05-30 00:00:00 UTC,891743
2016-05-31 00:00:00 UTC,867020
2016-06-01 00:00:00 UTC,839312
2016-06-02 00:00:00 UTC,826838
2016-06-03 00:00:00 UTC,832558
2016-06-04 00:00:00 UTC,840556
2016-06-05 00:00:00 UTC,611226
2016-06-06 00:00:00 UTC,705457
2016-06-07 00:00:00 UTC,803603
2016-06-08 00:00:00 UTC,802240
2016-06-09 00:00:00 UTC,720621
2016-06-10 00:00:00 UTC,822653
2016-06-11 00:00:00 UTC,696121
2016-06-12 00:00:00 UTC,830048
2016-06-13 00:00:00 UTC,915603
2016-06-14 00:00:00 UTC,955200
2016-06-15 00:00:00 UTC,917150
2016-06-16 00:00:00 UTC,957704
2016-06-17 00:00:00 UTC,930754
2016-06-18 00:00:00 UTC,867728
2016-06-19 00:00:00 UTC,723108
2016-06-20 00:00:00 UTC,780293
2016-06-21 00:00:00 UTC,914910
2016-06-22 00:00:00 UTC,945644
2016-06-23 00:00:00 UTC,919796
2016-06-24 00:00:00 UTC,942677
2016-06-25 00:00:00 UTC,792598
2016-06-26 00:00:00 UTC,762232
2016-06-27 00:00:00 UTC,777207
2016-06-28 00:00:00 UTC,760032
2016-06-29 00:00:00 UTC,764559
2016-06-30 00:00:00 UTC,797510
2016-07-01 00:00:00 UTC,749351
2016-07-02 00:00:00 UTC,694817
2016-07-03 00:00:00 UTC,614649
2016-07-04 00:00:00 UTC,739326
2016-07-05 00:00:00 UTC,789159
2016-07-06 00:00:00 UTC,797548
2016-07-07 00:00:00 UTC,821500
2016-07-08 00:00:00 UTC,779845
2016-07-09 00:00:00 UTC,658053
2016-07-10 00:00:00 UTC,585814
2016-07-11 00:00:00 UTC,793287
2016-07-12 00:00:00 UTC,775826
2016-07-13 00:00:00 UTC,820023
2016-07-14 00:00:00 UTC,798437
2016-07-15 00:00:00 UTC,790217
2016-07-16 00:00:00 UTC,688478
2016-07-17 00:00:00 UTC,709356
2016-07-18 00:00:00 UTC,819096
2016-07-19 00:00:00 UTC,860789
2016-07-20 00:00:00 UTC,798784
2016-07-21 00:00:00 UTC,809273
2016-07-22 00:00:00 UTC,863989
2016-07-23 00:00:00 UTC,826302
2016-07-24 00:00:00 UTC,791551
2016-07-25 00:00:00 UTC,909995
2016-07-26 00:00:00 UTC,923046
2016-07-27 00:00:00 UTC,921787
2016-07-28 00:00:00 UTC,875244
2016-07-29 00:00:00 UTC,822372
2016-07-30 00:00:00 UTC,870160
2016-07-31 00:00:00 UTC,794572
2016-08-01 00:00:00 UTC,814183
2016-08-02 00:00:00 UTC,859342
2016-08-03 00:00:00 UTC,791053
2016-08-04 00:00:00 UTC,780743
2016-08-05 00:00:00 UTC,701046
2016-08-06 00:00:00 UTC,619245
2016-08-07 00:00:00 UTC,768321
2016-08-08 00:00:00 UTC,839246
2016-08-09 00:00:00 UTC,880535
2016-08-10 00:00:00 UTC,834622
2016-08-11 00:00:00 UTC,860473
2016-08-12 00:00:00 UTC,805274
2016-08-13 00:00:00 UTC,665115
2016-08-14 00:00:00 UTC,639753
2016-08-15 00:00:00 UTC,809770
2016-08-16 00:00:00 UTC,920075
2016-08-17 00:00:00 UTC,949801
2016-08-18 00:00:00 UTC,798859
2016-08-19 00:00:00 UTC,790802
2016-08-20 00:00:00 UTC,714049
2016-08-21 00:00:00 UTC,614910
2016-08-22 00:00:00 UTC,784879
2016-08-23 00:00:00 UTC,828972
2016-08-24 00:00:00 UTC,756289
2016-08-25 00:00:00 UTC,868056
2016-08-26 00:00:00 UTC,844412
2016-08-27 00:00:00 UTC,686903
2016-08-28 00:00:00 UTC,608528
2016-08-29 00:00:00 UTC,808922
2016-08-30 00:00:00 UTC,783228
2016-08-31 00:00:00 UTC,834746
2016-09-01 00:00:00 UTC,849245
2016-09-02 00:00:00 UTC,726651
2016-09-03 00:00:00 UTC,769942
2016-09-04 00:00:00 UTC,579355
2016-09-05 00:00:00 UTC,880299
2016-09-06 00:00:00 UTC,866950
2016-09-07 00:00:00 UTC,809332
2016-09-08 00:00:00 UTC,814107
2016-09-09 00:00:00 UTC,813034
2016-09-10 00:00:00 UTC,646603
2016-09-11 00:00:00 UTC,591717
2016-09-12 00:00:00 UTC,690828
2016-09-13 00:00:00 UTC,780871
2016-09-14 00:00:00 UTC,764207
2016-09-15 00:00:00 UTC,752979
2016-09-16 00:00:00 UTC,774627
2016-09-17 00:00:00 UTC,754384
2016-09-18 00:00:00 UTC,678307
2016-09-19 00:00:00 UTC,835041
2016-09-20 00:00:00 UTC,782657
2016-09-21 00:00:00 UTC,711352
2016-09-22 00:00:00 UTC,762582
2016-09-23 00:00:00 UTC,805261
2016-09-24 00:00:00 UTC,635887
2016-09-25 00:00:00 UTC,570906
2016-09-26 00:00:00 UTC,770834
2016-09-27 00:00:00 UTC,764239
2016-09-28 00:00:00 UTC,782306
2016-09-29 00:00:00 UTC,832816
2016-09-30 00:00:00 UTC,843357
2016-10-01 00:00:00 UTC,711277
2016-10-02 00:00:00 UTC,718532
2016-10-03 00:00:00 UTC,864554
2016-10-04 00:00:00 UTC,823939
2016-10-05 00:00:00 UTC,788912
2016-10-06 00:00:00 UTC,827401
2016-10-07 00:00:00 UTC,867495
2016-10-08 00:00:00 UTC,761242
2016-10-09 00:00:00 UTC,682253
2016-10-10 00:00:00 UTC,858422
2016-10-11 00:00:00 UTC,923089
2016-10-12 00:00:00 UTC,864546
2016-10-13 00:00:00 UTC,912040
2016-10-14 00:00:00 UTC,858695
2016-10-15 00:00:00 UTC,781652
2016-10-16 00:00:00 UTC,758898
2016-10-17 00:00:00 UTC,929673
2016-10-18 00:00:00 UTC,841849
2016-10-19 00:00:00 UTC,807402
2016-10-20 00:00:00 UTC,977432
2016-10-21 00:00:00 UTC,791086
2016-10-22 00:00:00 UTC,793873
2016-10-23 00:00:00 UTC,792337
2016-10-24 00:00:00 UTC,886370
2016-10-25 00:00:00 UTC,943928
2016-10-26 00:00:00 UTC,974398
2016-10-27 00:00:00 UTC,977626
2016-10-28 00:00:00 UTC,816514
2016-10-29 00:00:00 UTC,773040
2016-10-30 00:00:00 UTC,626404
2016-10-31 00:00:00 UTC,810984
2016-11-01 00:00:00 UTC,857052
2016-11-02 00:00:00 UTC,903709
2016-11-03 00:00:00 UTC,832613
2016-11-04 00:00:00 UTC,956108
2016-11-05 00:00:00 UTC,792454
2016-11-06 00:00:00 UTC,730789
2016-11-07 00:00:00 UTC,886719
2016-11-08 00:00:00 UTC,866266
2016-11-09 00:00:00 UTC,891799
2016-11-10 00:00:00 UTC,804537
2016-11-11 00:00:00 UTC,754813
2016-11-12 00:00:00 UTC,710403
2016-11-13 00:00:00 UTC,773399
2016-11-14 00:00:00 UTC,790228
2016-11-15 00:00:00 UTC,854412
2016-11-16 00:00:00 UTC,791348
2016-11-17 00:00:00 UTC,898399
2016-11-18 00:00:00 UTC,932393
2016-11-19 00:00:00 UTC,852874
2016-11-20 00:00:00 UTC,902306
2016-11-21 00:00:00 UTC,922493
2016-11-22 00:00:00 UTC,958885
2016-11-23 00:00:00 UTC,951077
2016-11-24 00:00:00 UTC,951714
2016-11-25 00:00:00 UTC,942783
2016-11-26 00:00:00 UTC,944998
2016-11-27 00:00:00 UTC,821504
2016-11-28 00:00:00 UTC,909111
2016-11-29 00:00:00 UTC,906176
2016-11-30 00:00:00 UTC,912247
2016-12-01 00:00:00 UTC,899509
2016-12-02 00:00:00 UTC,976569
2016-12-03 00:00:00 UTC,880862
2016-12-04 00:00:00 UTC,856999
2016-12-05 00:00:00 UTC,882688
2016-12-06 00:00:00 UTC,962761
2016-12-07 00:00:00 UTC,884193
2016-12-08 00:00:00 UTC,850178
2016-12-09 00:00:00 UTC,930324
2016-12-10 00:00:00 UTC,898482
2016-12-11 00:00:00 UTC,684040
2016-12-12 00:00:00 UTC,806015
2016-12-13 00:00:00 UTC,814901
2016-12-14 00:00:00 UTC,901628
2016-12-15 00:00:00 UTC,955426
2016-12-16 00:00:00 UTC,966617
2016-12-17 00:00:00 UTC,817034
2016-12-18 00:00:00 UTC,861416
2016-12-19 00:00:00 UTC,914775
2016-12-20 00:00:00 UTC,970380
2016-12-21 00:00:00 UTC,963966
2016-12-22 00:00:00 UTC,919836
2016-12-23 00:00:00 UTC,887990
2016-12-24 00:00:00 UTC,854890
2016-12-25 00:00:00 UTC,648126
2016-12-26 00:00:00 UTC,855863
2016-12-27 00:00:00 UTC,876639
2016-12-28 00:00:00 UTC,868480
2016-12-29 00:00:00 UTC,940398
2016-12-30 00:00:00 UTC,871708
2016-12-31 00:00:00 UTC,803916
2017-01-01 00:00:00 UTC,698540
2017-01-02 00:00:00 UTC,944878
2017-01-03 00:00:00 UTC,906574
2017-01-04 00:00:00 UTC,986063
2017-01-05 00:00:00 UTC,984197
2017-01-06 00:00:00 UTC,984331
2017-01-07 00:00:00 UTC,987246
2017-01-08 00:00:00 UTC,810419
2017-01-09 00:00:00 UTC,923003
2017-01-10 00:00:00 UTC,959720
2017-01-11 00:00:00 UTC,923016
2017-01-12 00:00:00 UTC,801678
2017-01-13 00:00:00 UTC,840488
2017-01-14 00:00:00 UTC,742767
2017-01-15 00:00:00 UTC,677068
2017-01-16 00:00:00 UTC,758335
2017-01-17 00:00:00 UTC,900242
2017-01-18 00:00:00 UTC,893843
2017-01-19 00:00:00 UTC,834369
2017-01-20 00:00:00 UTC,722273
2017-01-21 00:00:00 UTC,693089
2017-01-22 00:00:00 UTC,674560
2017-01-23 00:00:00 UTC,908684
2017-01-24 00:00:00 UTC,973658
2017-01-25 00:00:00 UTC,987840
2017-01-26 00:00:00 UTC,993138
2017-01-27 00:00:00 UTC,837680
2017-01-28 00:00:00 UTC,877466
2017-01-29 00:00:00 UTC,862492
2017-01-30 00:00:00 UTC,955112
2017-01-31 00:00:00 UTC,959546
2017-02-01 00:00:00 UTC,962289
2017-02-02 00:00:00 UTC,913957
2017-02-03 00:00:00 UTC,970819
2017-02-04 00:00:00 UTC,952156
2017-02-05 00:00:00 UTC,957945
2017-02-06 00:00:00 UTC,979201
2017-02-07 00:00:00 UTC,945681
2017-02-08 00:00:00 UTC,961129
2017-02-09 00:00:00 UTC,956030
2017-02-10 00:00:00 UTC,967545
2017-02-11 00:00:00 UTC,963661
2017-02-12 00:00:00 UTC,872459
2017-02-13 00:00:00 UTC,910462
2017-02-14 00:00:00 UTC,884733
2017-02-15 00:00:00 UTC,940088
2017-02-16 00:00:00 UTC,973948
2017-02-17 00:00:00 UTC,969075
2017-02-18 00:00:00 UTC,961979
2017-02-19 00:00:00 UTC,930882
2017-02-20 00:00:00 UTC,951329
2017-02-21 00:00:00 UTC,949667
2017-02-22 00:00:00 UTC,977160
2017-02-23 00:00:00 UTC,960712
2017-02-24 00:00:00 UTC,971179
2017-02-25 00:00:00 UTC,966332
2017-02-26 00:00:00 UTC,921751
2017-02-27 00:00:00 UTC,945149
2017-02-28 00:00:00 UTC,968234
2017-03-01 00:00:00 UTC,979146
2017-03-02 00:00:00 UTC,955612
2017-03-03 00:00:00 UTC,985290
2017-03-04 00:00:00 UTC,985904
2017-03-05 00:00:00 UTC,983301
2017-03-06 00:00:00 UTC,965533
2017-03-07 00:00:00 UTC,974862
2017-03-08 00:00:00 UTC,979427
2017-03-09 00:00:00 UTC,991798
2017-03-10 00:00:00 UTC,991821
2017-03-11 00:00:00 UTC,997576
2017-03-12 00:00:00 UTC,960146
2017-03-13 00:00:00 UTC,982872
2017-03-14 00:00:00 UTC,962449
2017-03-15 00:00:00 UTC,983984
2017-03-16 00:00:00 UTC,988260
2017-03-17 00:00:00 UTC,995549
2017-03-18 00:00:00 UTC,942046
2017-03-19 00:00:00 UTC,889056
2017-03-20 00:00:00 UTC,977387
2017-03-21 00:00:00 UTC,982004
2017-03-22 00:00:00 UTC,982097
2017-03-23 00:00:00 UTC,965089
2017-03-24 00:00:00 UTC,869938
2017-03-25 00:00:00 UTC,939925
2017-03-26 00:00:00 UTC,676743
2017-03-27 00:00:00 UTC,900950
2017-03-28 00:00:00 UTC,985684
2017-03-29 00:00:00 UTC,973170
2017-03-30 00:00:00 UTC,962550
2017-03-31 00:00:00 UTC,960528
2017-04-01 00:00:00 UTC,967155
2017-04-02 00:00:00 UTC,824274
2017-04-03 00:00:00 UTC,878287
2017-04-04 00:00:00 UTC,977861
2017-04-05 00:00:00 UTC,966858
2017-04-06 00:00:00 UTC,977745
2017-04-07 00:00:00 UTC,977586
2017-04-08 00:00:00 UTC,974429
2017-04-09 00:00:00 UTC,925462
2017-04-10 00:00:00 UTC,917566
2017-04-11 00:00:00 UTC,962832
2017-04-12 00:00:00 UTC,982567
2017-04-13 00:00:00 UTC,972980
2017-04-14 00:00:00 UTC,995109
2017-04-15 00:00:00 UTC,991701
2017-04-16 00:00:00 UTC,927419
2017-04-17 00:00:00 UTC,930786
2017-04-18 00:00:00 UTC,955540
2017-04-19 00:00:00 UTC,984213
2017-04-20 00:00:00 UTC,973990
2017-04-21 00:00:00 UTC,975939
2017-04-22 00:00:00 UTC,973033
2017-04-23 00:00:00 UTC,947631
2017-04-24 00:00:00 UTC,963090
2017-04-25 00:00:00 UTC,966010
2017-04-26 00:00:00 UTC,971855
2017-04-27 00:00:00 UTC,967618
2017-04-28 00:00:00 UTC,996675
2017-04-29 00:00:00 UTC,971570
2017-04-30 00:00:00 UTC,971894
2017-05-01 00:00:00 UTC,977421
2017-05-02 00:00:00 UTC,980238
2017-05-03 00:00:00 UTC,995291
2017-05-04 00:00:00 UTC,971047
2017-05-05 00:00:00 UTC,961246
2017-05-06 00:00:00 UTC,964933
2017-05-07 00:00:00 UTC,964836
2017-05-08 00:00:00 UTC,968144
2017-05-09 00:00:00 UTC,987787
2017-05-10 00:00:00 UTC,960166
2017-05-11 00:00:00 UTC,961243
2017-05-12 00:00:00 UTC,954581
2017-05-13 00:00:00 UTC,955090
2017-05-14 00:00:00 UTC,975086
2017-05-15 00:00:00 UTC,970712
2017-05-16 00:00:00 UTC,973961
2017-05-17 00:00:00 UTC,981882
2017-05-18 00:00:00 UTC,974609
2017-05-19 00:00:00 UTC,971261
2017-05-20 00:00:00 UTC,967213
2017-05-21 00:00:00 UTC,990364
2017-05-22 00:00:00 UTC,966800
2017-05-23 00:00:00 UTC,978685
2017-05-24 00:00:00 UTC,970548
2017-05-25 00:00:00 UTC,976876
2017-05-26 00:00:00 UTC,958775
2017-05-27 00:00:00 UTC,991461
2017-05-28 00:00:00 UTC,977982
2017-05-29 00:00:00 UTC,977901
2017-05-30 00:00:00 UTC,980603
2017-05-31 00:00:00 UTC,976696
2017-06-01 00:00:00 UTC,977747
2017-06-02 00:00:00 UTC,981989
2017-06-03 00:00:00 UTC,981052
2017-06-04 00:00:00 UTC,982359
2017-06-05 00:00:00 UTC,964430
2017-06-06 00:00:00 UTC,990044
2017-06-07 00:00:00 UTC,992123
2017-06-08 00:00:00 UTC,969814
2017-06-09 00:00:00 UTC,973540
2017-06-10 00:00:00 UTC,966455
2017-06-11 00:00:00 UTC,945475
2017-06-12 00:00:00 UTC,967595
2017-06-13 00:00:00 UTC,977148
2017-06-14 00:00:00 UTC,969356
2017-06-15 00:00:00 UTC,994384
2017-06-16 00:00:00 UTC,983088
2017-06-17 00:00:00 UTC,985705
2017-06-18 00:00:00 UTC,936637
2017-06-19 00:00:00 UTC,986316
2017-06-20 00:00:00 UTC,965675
2017-06-21 00:00:00 UTC,983058
2017-06-22 00:00:00 UTC,992578
2017-06-23 00:00:00 UTC,948880
2017-06-24 00:00:00 UTC,949839
2017-06-25 00:00:00 UTC,927725
2017-06-26 00:00:00 UTC,987224
2017-06-27 00:00:00 UTC,989949
2017-06-28 00:00:00 UTC,972587
2017-06-29 00:00:00 UTC,966837
2017-06-30 00:00:00 UTC,956314
2017-07-01 00:00:00 UTC,882733
2017-07-02 00:00:00 UTC,779583
2017-07-03 00:00:00 UTC,815770
2017-07-04 00:00:00 UTC,897030
2017-07-05 00:00:00 UTC,909540
2017-07-06 00:00:00 UTC,956305
2017-07-07 00:00:00 UTC,937060
2017-07-08 00:00:00 UTC,858895
2017-07-09 00:00:00 UTC,749617
2017-07-10 00:00:00 UTC,746658
2017-07-11 00:00:00 UTC,890108
2017-07-12 00:00:00 UTC,881564
2017-07-13 00:00:00 UTC,855335
2017-07-14 00:00:00 UTC,900209
2017-07-15 00:00:00 UTC,974987
2017-07-16 00:00:00 UTC,840270
2017-07-17 00:00:00 UTC,945288
2017-07-18 00:00:00 UTC,959428
2017-07-19 00:00:00 UTC,939300
2017-07-20 00:00:00 UTC,929456
2017-07-21 00:00:00 UTC,976517
2017-07-22 00:00:00 UTC,925754
2017-07-23 00:00:00 UTC,683352
2017-07-24 00:00:00 UTC,894424
2017-07-25 00:00:00 UTC,934254
2017-07-26 00:00:00 UTC,967339
2017-07-27 00:00:00 UTC,923607
2017-07-28 00:00:00 UTC,916863
2017-07-29 00:00:00 UTC,872203
2017-07-30 00:00:00 UTC,810337
2017-07-31 00:00:00 UTC,926722
2017-08-01 00:00:00 UTC,725292
2017-08-02 00:00:00 UTC,878083
2017-08-03 00:00:00 UTC,868855
2017-08-04 00:00:00 UTC,924148
2017-08-05 00:00:00 UTC,881232
2017-08-06 00:00:00 UTC,786434
2017-08-07 00:00:00 UTC,943698
