Date,Bitcoin_closeprice,3d MA,9d MA
2018/1/6,17527,14856.5,14804.48
2018/1/7,16477.6,15496.53,15128.98
2018/1/8,15170.1,16018.37,15331.36
2018/1/9,14595.4,15686.83,15577.79
2018/1/10,14973.3,14906.63,15626.57
2018/1/11,13405.8,14107.8,15772.8
2018/1/12,13980.6,13740.37,15597.66
2018/1/13,14360.2,13318.4,15462.06
2018/1/14,13772,13405.47,15324.39
2018/1/15,13819.8,13459.5,14918
2018/1/16,11490.5,13620.7,14506.09
2018/1/17,11188.6,12368.2,13951.97
2018/1/18,11474.9,11079.63,13509.58
2018/1/19,11607.4,10179.9,13162.86
2018/1/20,12899.2,10505.63,12788.87
2018/1/21,11600.1,11256.93,12732.58
2018/1/22,10931.4,11372.17,12468.08
2018/1/23,10868.4,11061.53,12087.1
2018/1/24,11359.4,10552.7,11764.48
2018/1/25,11259.4,10336.57,11491.1
2018/1/26,11171.4,10608.97,11465.42
2018/1/27,11440.7,10722.5,11463.51
2018/1/28,11786.3,10838.97,11459.71
2018/1/29,11296.4,10978.27,11479.59
2018/1/30,10106.3,11214.57,11301.5
2018/1/31,10221.1,10896.9,11135.52
2018/2/1,9170.54,10330.94,11056.6
2018/2/2,8830.75,9541.97,10867.95
2018/2/3,9174.91,8795.4,10586.99
2018/2/4,8277.01,8286.8,10355.38
2018/2/5,6955.27,8026.45,10033.78
2018/2/6,7754,7679.84,9535.4
2018/2/7,7621.3,6945.39,9087.36
2018/2/8,8265.59,6680.58,8679.02
2018/2/9,8736.98,6974.3,8474.5
2018/2/10,8621.9,7586.45,8309.59
2018/2/11,8129.97,7939.35,8248.63
2018/2/12,8926.57,8037.09,8170.77
2018/2/13,8598.31,8122.67,8143.18
2018/2/14,9494.63,8175.98,8178.88
2018/2/15,10166.4,8398.92,8461.03
2018/2/16,10233.9,8816.97,8729.07
2018/2/17,11112.7,9273.44,9019.36
2018/2/18,10551.8,9789.93,9335.71
2018/2/19,11225.3,10100.07,9537.35
2018/2/20,11403.7,10329.53,9826.62
2018/2/21,10690.4,10690.33,10190.37
2018/2/22,10005,10741.37,10386.35
2018/2/23,10301.1,10550,10542.65
2018/2/24,9813.07,10050.92,10632.26
2018/2/25,9664.73,9740.21,10593
2018/2/26,10366.7,9562.86,10529.76
2018/2/27,10725.6,9485.25,10446.87
2018/2/28,10397.9,9718.3,10466.18
2018/3/1,10951,10046.98,10374.24
2018/3/2,11086.4,10330.63,10323.94
2018/3/3,11489.7,10531.97,10367.94
2018/3/4,11512.6,10735.07,10532.91
2018/3/5,11573.3,10996.2,10667.52
2018/3/6,10779.9,11194.13,10863.1
2018/3/7,9965.57,11091.43,10987.01
2018/3/8,9395.01,10610.11,10942.44
2018/3/9,9337.55,9907.43,10794.6
2018/3/10,8866,9180.34,10676.78
2018/3/11,9578.63,8892.46,10445.11
2018/3/12,9205.12,8649.54,10277.58
2018/3/13,9194.85,8797.34,10023.74
2018/3/14,8269.81,8840.58,9766.21
2018/3/15,8300.86,8661.07,9399.16
2018/3/16,8338.35,8269.94,9123.71
2018/3/17,7916.88,7952.32,8942.91
2018/3/18,8223.68,7867.06,8778.67
2018/3/19,8630.65,7738.71,8654.91
2018/3/20,8913.47,7797.74,8628.76
2018/3/21,8929.28,7990.09,8554.85
2018/3/22,8728.47,8472.87,8524.2
2018/3/23,8879.62,8600.37,8472.38
2018/3/24,8668.12,8590.62,8540.14
2018/3/25,8495.78,8530.41,8580.95
2018/3/26,8209.4,8491.81,8598.44
2018/3/27,7833.04,8345.41,8630.94
2018/3/28,7954.48,8055.94,8587.54
2018/3/29,7165.7,7842.63,8512.41
2018/3/30,6890.52,7562.61,8318.21
2018/3/31,6973.53,7191.49,8091.68
2018/4/1,6844.23,6876.28,7896.69
2018/4/2,7083.8,6691.44,7670.53
2018/4/3,7456.11,6735.66,7494.5
2018/4/4,6853.84,6805.31,7378.98
2018/4/5,6811.47,6897.65,7228.36
2018/4/6,6636.32,6840.39,7114.85
2018/4/7,6911.09,6674.56,6968.39
2018/4/8,7023.52,6616.77,6940.1
2018/4/9,6770.73,6708.5,6954.88
2018/4/10,6834.76,6737.49,6932.35
2018/4/11,6968.32,6762.04,6931.29
2018/4/12,7889.25,6727.91,6918.46
2018/4/13,7895.96,6776.08,6966.59
2018/4/14,7986.24,7127.68,7082.38
2018/4/15,8329.11,7470.48,7212.91
2018/4/16,8058.67,7868.09,7401
2018/4/17,7902.09,7923.69,7528.51
2018/4/18,8163.42,7935.59,7626.13
2018/4/19,8294.31,7897.82,7780.87
2018/4/20,8845.83,7968.84,7943.04
2018/4/21,8895.58,8089.78,8151.65
2018/4/22,8802.46,8345.16,8263.47
2018/4/23,8930.88,8558.77,8364.19
2018/4/24,9697.5,8740.19,8469.15
2018/4/25,8845.74,8832.08,8621.19
2018/4/26,9281.51,8838.83,8708.65
2018/4/27,8987.05,8818.25,8861.91
2018/4/28,9348.48,8837.99,8953.43
2018/4/29,9419.08,8882.04,9070.56
2018/4/30,9240.55,9037.58,9134.25
2018/5/1,9119.01,9097.5,9172.58
2018/5/2,9235.92,9083.86,9207.76
2018/5/3,9743.86,9024.33,9241.65
2018/5/4,9700.76,9031.45,9246.8
2018/5/5,9858.15,9263.08,9341.8
2018/5/6,9654.8,9489.74,9405.87
2018/5/7,9373.01,9582.11,9480.07
2018/5/8,9234.82,9463.97,9482.79
2018/5/9,9325.18,9274.85,9462.32
2018/5/10,9043.94,9130.31,9471.72
2018/5/11,8441.49,9066.64,9463.38
2018/5/12,8504.89,8822.2,9375.11
2018/5/13,8723.94,8552.83,9237.45
2018/5/14,8716.79,8337.69,9128.91
2018/5/15,8510.38,8328.86,9002.1
2018/5/16,8368.83,8406.51,8874.94
2018/5/17,8094.32,8333.3,8763.36
2018/5/18,8250.97,8228.69,8636.64
2018/5/19,8247.18,8068.14,8517.28
2018/5/20,8513.25,8070.76,8428.75
2018/5/21,8418.99,8121.14,8436.73
2018/5/22,8041.78,8251.24,8427.18
2018/5/23,7557.82,8191.65,8351.39
2018/5/24,7587.34,7959.19,8222.61
2018/5/25,7480.14,7614.53,8120.05
2018/5/26,7355.88,7410.56,8021.31
2018/5/27,7368.22,7357.64,7939.26
2018/5/28,7135.99,7337.58,7841.18
2018/5/29,7472.59,7240.32,7717.71
2018/5/30,7406.52,7154.18,7602.08
2018/5/31,7494.17,7168.39,7489.59
2018/6/1,7541.45,7255.14,7428.74
2018/6/2,7643.45,7360.69,7426.92
2018/6/3,7720.25,7421.91,7433.16
2018/6/4,7514.47,7505.88,7459.84
2018/6/5,7633.76,7528.11,7477.46
2018/6/6,7653.98,7494.69,7506.96
2018/6/7,7678.24,7457.68,7564.52
2018/6/8,7624.92,7516.61,7587.37
2018/6/9,7531.98,7570.41,7611.63
2018/6/10,6786.02,7580.4,7615.83
2018/6/11,6906.92,7266.48,7531.9
2018/6/12,6582.36,6982.56,7450.06
2018/6/13,6349.9,6652.59,7323.63
2018/6/14,6675.35,6511.45,7194.23
2018/6/15,6456.58,6387.39,7087.74
2018/6/16,6550.16,6351.32,6954.7
2018/6/17,6499.27,6390.21,6829.35
2018/6/18,6734.82,6445.14,6704.28
2018/6/19,6769.94,6449.41,6615.71
2018/6/20,6776.55,6551.96,6613.92
2018/6/21,6729.74,6589.49,6599.44
2018/6/22,6083.69,6678.99,6615.81
2018/6/23,6162.48,6444.55,6586.23
2018/6/24,6173.23,6264.53,6529.25
2018/6/25,6249.18,5968.27,6497.76
2018/6/26,6093.67,6005.97,6464.32
2018/6/27,6157.13,6013.25,6419.26
2018/6/28,5903.44,6088.73,6355.07
2018/6/29,6218.3,6006.52,6258.79
2018/6/30,6404,5920.55,6196.76
2018/7/1,6385.82,5974.34,6160.57
2018/7/2,6614.18,6113.09,6194.14
2018/7/3,6529.59,6269.74,6244.33
2018/7/4,6597.55,6347.58,6283.92
2018/7/5,6639.14,6401.3,6322.63
2018/7/6,6673.5,6481.62,6383.24
2018/7/7,6856.93,6510.22,6440.61
2018/7/8,6773.88,6553.15,6546.56
2018/7/9,6741.75,6620.26,6608.29
2018/7/10,6329.95,6683.85,6645.82
2018/7/11,6394.71,6597.68,6639.61
2018/7/12,6228.81,6458.51,6615.22
2018/7/13,6238.05,6262.54,6581.8
2018/7/14,6276.12,6219.71,6541.86
2018/7/15,6359.64,6180.29,6501.52
2018/7/16,6741.75,6220.32,6466.65
2018/7/17,7321.04,6275.25,6453.85
2018/7/18,7370.78,6432.56,6514.65
2018/7/19,7466.86,6773.88,6584.54
2018/7/20,7354.13,7086.7,6710.86
2018/7/21,7419.29,7299.73,6817.46
2018/7/22,7418.49,7293.71,6949.74
2018/7/23,7711.11,7323.16,7080.9
2018/7/24,8424.27,7351.78,7240.34
2018/7/25,8181.39,7499.47,7469.75
2018/7/26,7951.58,7733.65,7629.71
2018/7/27,8165.01,7890.19,7699.77
2018/7/28,8192.15,7934.94,7788.01
2018/7/29,8218.46,7943.08,7868.6
2018/7/30,8180.48,8030.57,7964.64
2018/7/31,7780.44,8056.48,8049.22
2018/8/1,7624.91,7918.54,8089.43
2018/8/2,7567.15,7706.46,8079.85
2018/8/3,7434.39,7575.11,7984.62
2018/8/4,7032.85,7452.35,7901.62
2018/8/5,7068.48,7278.72,7799.54
2018/8/6,6951.8,7084.47,7677.7
2018/8/7,6753.12,6938.44,7539.88
2018/8/8,6305.8,6859.83,7377.07
2018/8/9,6568.23,6621.67,7168.77
2018/8/10,6184.71,6407.84,7034.08
2018/8/11,6295.73,6199.94,6874.06
2018/8/12,6322.69,6160.87,6732.79
2018/8/13,6297.57,6157.02,6609.27
2018/8/14,6199.71,6190.75,6527.57
2018/8/15,6308.52,6144.76,6431.04
2018/8/16,6334.73,6139.4,6359.56
2018/8/17,6580.63,6156.29,6313.08
2018/8/18,6423.76,6274.27,6343.61
2018/8/19,6506.07,6318.37,6327.56
2018/8/20,6308.53,6346.75,6363.27
2018/8/21,6488.76,6337.74,6364.69
2018/8/22,6376.71,6319.24,6383.14
2018/8/23,6534.88,6302.09,6391.94
2018/8/24,6719.96,6326.56,6429.18
2018/8/25,6763.19,6393.36,6474.89
2018/8/26,6707.26,6523.65,6522.5
2018/8/27,6884.64,6606.78,6536.57
2018/8/28,7096.28,6670.47,6587.78
2018/8/29,7047.16,6730.93,6653.36
2018/8/30,6978.23,6847.62,6735.43
2018/8/31,7037.58,6895.95,6789.81
2018/9/1,7193.25,6908.56,6863.24
2018/9/2,7272.72,6930.97,6936.39
2018/9/3,7260.06,7030.12,6997.81
2018/9/4,7361.66,7126.12,7053.02
2018/9/5,6792.83,7198.58,7125.73
2018/9/6,6529.17,7085.47,7115.53
2018/9/7,6467.07,6817.66,7052.52
2018/9/8,6225.98,6531.47,6988.06
2018/9/9,6300.86,6333.04,6904.48
2018/9/10,6329.7,6265.2,6822.62
2018/9/11,6321.2,6230.5,6726.67
2018/9/12,6351.8,6251.4,6620.95
2018/9/13,6517.31,6272.69,6520.03
2018/9/14,6512.71,6293.18,6426.21
2018/9/15,6543.2,6358.5,6395.09
2018/9/16,6517.18,6434.65,6396.65
2018/9/17,6281.2,6469.94,6402.22
2018/9/18,6371.3,6403.72,6408.35
2018/9/19,6398.54,6327.78,6416.18
2018/9/20,6519.67,6243.86,6423.83
2018/9/21,6734.95,6290,6445.88
2018/9/22,6721.98,6366.88,6488.45
2018/9/23,6710.63,6503.04,6511.19
2018/9/24,6595.41,6597.53,6533.18
2018/9/25,6446.47,6625.71,6538.98
2018/9/26,6495,6547.39,6531.13
2018/9/27,6676.75,6453.55,6554.88
2018/9/28,6644.13,6414.9,6588.82
2018/9/29,6601.96,6487.05,6616.11
2018/9/30,6625.56,6524.97,6625.25
2018/10/1,6589.62,6558.84,6613.1
2018/10/2,6556.1,6542.42,6598.39
2018/10/3,6502.59,6551.17,6581.22
2018/10/4,6576.69,6513.67,6570.91
2018/10/5,6622.48,6496.61,6585.38
2018/10/6,6588.31,6503.12,6599.54
2018/10/7,6602.95,6544.37,6589.72
2018/10/8,6652.23,6564.08,6585.14
2018/10/9,6642.64,6570.29,6590.73
2018/10/10,6585.53,6580.01,6592.62
2018/10/11,6256.24,6573.98,6592.17
2018/10/12,6274.58,6463.21,6558.85
2018/10/13,6285.99,6339.72,6533.52
2018/10/14,6290.93,6246.67,6501.22
2018/10/15,6596.54,6258.81,6464.38
2018/10/16,6596.11,6266.21,6465.29
2018/10/17,6544.43,6370.07,6464.53
2018/10/18,6476.71,6449.17,6452.55
2018/10/19,6465.41,6512.95,6434.12
2018/10/20,6489.19,6470.93,6420.77
2018/10/21,6482.35,6448.12,6446.65
2018/10/22,6487.16,6456.77,6469.74
2018/10/23,6475.74,6462.66,6492.09
2018/10/24,6495.84,6463.42,6512.63
2018/10/25,6476.29,6461.04,6501.44
2018/10/26,6474.75,6455.72,6488.12
2018/10/27,6480.38,6455.17,6480.38
2018/10/28,6486.39,6450.06,6480.79
2018/10/29,6332.63,6450.35,6483.12
2018/10/30,6334.27,6402.81,6465.73
2018/10/31,6317.61,6355.01,6449.27
2018/11/1,6377.78,6311.34,6430.43
2018/11/2,6388.44,6312.95,6419.55
2018/11/3,6361.26,6318.7,6407.62
2018/11/4,6376.13,6327.19,6394.83
2018/11/5,6419.66,6321.44,6383.88
2018/11/6,6461.01,6333.52,6377.13
2018/11/7,6530.14,6355.45,6374.31
2018/11/8,6453.72,6413.36,6396.26
2018/11/9,6385.62,6438.33,6409.53
2018/11/10,6409.22,6426.74,6417.08
2018/11/11,6411.27,6399.07,6420.58
2018/11/12,6371.27,6369.62,6423.11
2018/11/13,6359.49,6365.32,6424.23
2018/11/14,5738.35,6351.1,6422.38
2018/11/15,5648.03,6082.41,6346.68
2018/11/16,5575.55,5748.38,6256.35
2018/11/17,5554.33,5467.14,6150.28
2018/11/18,5623.54,5458.96,6050.35
2018/11/19,4871.49,5526.08,5965.67
2018/11/20,4451.87,5307.4,5794.81
2018/11/21,4602.17,4891.59,5577.1
2018/11/22,4365.94,4486.33,5380.54
2018/11/23,4347.11,4327.24,5159.03
2018/11/24,3880.76,4301.77,5004.45
2018/11/25,4009.97,4118.83,4808.08
2018/11/26,3779.13,3858.63,4634.13
2018/11/27,3820.72,3674.71,4436.89
2018/11/28,4257.42,3630,4236.57
2018/11/29,4278.85,3709.13,4168.34
2018/11/30,4017.27,3876.42,4149.12
2018/12/1,4214.67,3970.35,4084.13
2018/12/2,4139.88,4019.43,4067.32
2018/12/3,3894.13,4007.84,4044.3
2018/12/4,3956.89,3973.71,4045.78
2018/12/5,3753.99,3928.06,4039.88
2018/12/6,3521.1,3809.06,4037.09
2018/12/7,3419.94,3702.61,4003.8
2018/12/8,3476.11,3518.44,3910.75
2018/12/9,3614.23,3383.99,3821.55
2018/12/10,3502.66,3366.66,3776.77
2018/12/11,3424.59,3429.96,3697.66
2018/12/12,3486.95,3443.83,3618.18
2018/12/13,3313.68,3425.29,3572.94
2018/12/14,3242.48,3367.95,3501.47
2018/12/15,3236.76,3306.05,3444.64
2018/12/16,3252.84,3231.99,3413.04
2018/12/17,3545.86,3210.55,3394.48
2018/12/18,3696.06,3226.08,3402.23
2018/12/19,3745.95,3324.7,3411.32
2018/12/20,4134.44,3475.84,3438.35
2018/12/21,3896.54,3634.46,3517.22
2018/12/22,4014.18,3755.72,3562.73
2018/12/23,3998.98,3811.89,3640.57
2018/12/24,4078.6,3894.37,3724.62
2018/12/25,3815.49,3944.16,3818.16
2018/12/26,3857.3,3912.25,3880.68
2018/12/27,3654.83,3843.4,3915.28
2018/12/28,3923.92,3725.11,3910.7
2018/12/29,3820.41,3685.98,3930.48
2018/12/30,3865.95,3702.83,3895.58
2018/12/31,3742.7,3753.42,3892.18
2019/1/1,3843.52,3781.17,3862.02
2019/1/2,3943.41,3743.44,3844.75
2019/1/3,3836.74,3750.17,3829.73
2019/1/4,3857.72,3783.62,3832.09
2019/1/5,3845.19,3809.16,3832.13
2019/1/6,4076.63,3815.66,3853.28
2019/1/7,4025.25,3815.75,3870.25
2019/1/8,4030.85,3894.77,3893.01
2019/1/9,4035.3,3948.12,3911.33
2019/1/10,3678.92,4013.5,3943.85
2019/1/11,3687.37,3892.93,3925.56
2019/1/12,3661.3,3778.3,3897.11
2019/1/13,3552.95,3655.35,3877.61
2019/1/14,3706.05,3617.27,3843.75
2019/1/15,3630.68,3583.68,3828.29
2019/1/16,3655.01,3572.39,3778.74
2019/1/17,3678.56,3598.97,3737.6
2019/1/18,3657.84,3622.19,3698.46
2019/1/19,3728.57,3627.9,3656.52
2019/1/20,3601.01,3637.14,3662.04
2019/1/21,3576.03,3624.16,3652.44
2019/1/22,3604.58,3597.98,3642.97
2019/1/23,3585.12,3560.43,3648.7
2019/1/24,3600.87,3554.52,3635.27
2019/1/25,3599.77,3558.04,3631.95
2019/1/26,3602.46,3570,3625.82
2019/1/27,3583.97,3579.35,3617.36
2019/1/28,3470.45,3578.73,3609.15
2019/1/29,3448.12,3533.28,3580.47
2019/1/30,3486.18,3469.1,3563.49
2019/1/31,3457.79,3423.15,3553.5
2019/2/1,3487.95,3426.04,3537.19
2019/2/2,3521.06,3436.3,3526.4
2019/2/3,3464.01,3449.03,3517.53
2019/2/4,3459.15,3449.03,3502.44
2019/2/5,3466.36,3452.69,3486.52
2019/2/6,3413.77,3447.48,3473.45
2019/2/7,3399.47,3431.03,3467.15
2019/2/8,3666.78,3414.91,3461.75
2019/2/9,3671.2,3394.6,3481.82
2019/2/10,3690.19,3477.27,3505.53
2019/2/11,3648.43,3559.52,3528
2019/2/12,3653.53,3643.28,3542.15
2019/2/13,3632.07,3633.94,3563.21
2019/2/14,3616.88,3626.03,3582.42
2019/2/15,3620.81,3614.5,3599.15
2019/2/16,3629.79,3611.05,3622.15
2019/2/17,3673.84,3610.39,3647.74
2019/2/18,3915.71,3614.22,3648.53
2019/2/19,3947.09,3634.81,3675.69
2019/2/20,3999.82,3732.44,3704.24
2019/2/21,3954.12,3834.79,3743.28
2019/2/22,4005.53,3924.84,3776.68
2019/2/23,4142.53,3939.06,3818.18
2019/2/24,3810.43,3953.22,3876.58
2019/2/25,3882.7,3904.42,3897.65
2019/2/26,3854.36,3856.48,3925.75
2019/2/27,3851.05,3812.9,3945.81
2019/2/28,3854.79,3810.68,3938.63
2019/3/1,3859.58,3823.62,3928.37
2019/3/2,3864.42,3828.19,3912.79
2019/3/3,3847.18,3843.21,3902.82
2019/3/4,3761.56,3840.24,3885.23
2019/3/5,3896.38,3800.93,3842.9
2019/3/6,3903.94,3771.95,3852.45
2019/3/7,3911.48,3783.46,3854.81
2019/3/8,3901.13,3836.92,3861.15
2019/3/9,3963.31,3880.27,3866.72
2019/3/10,3951.6,3887.24,3878.78
2019/3/11,3905.23,3897.33,3889
2019/3/12,3909.16,3902,3893.53
2019/3/13,3906.72,3892.39,3900.42
2019/3/14,3924.37,3881.57,3916.55
2019/3/15,3960.91,3885.59,3919.66
2019/3/16,4048.73,3902.41,3925.99